WaferNo,RecipeID,Time,CarrierPressure(psi),PlatenSpeed(rpm),CarrierSpeed(rpm),SlurryFlowRate(mL/min),ConditionerPressure(psi),ConditionerSpeed(rpm),PolishTime(sec),Temperature(C),RemovalRate(A/min),Uniformity(%),Status
Wafer #2068,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.1,2851,95.5,WARNING
Wafer #2069,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.1,2853,95.5,WARNING
Wafer #2070,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.2,2836,95.5,WARNING
Wafer #2071,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.1,2849,95.5,WARNING
Wafer #2072,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.0,2841,95.5,WARNING
Wafer #2073,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.1,2845,95.5,WARNING
Wafer #2074,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.1,2845,95.5,WARNING
Wafer #2075,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.1,2842,95.5,WARNING
Wafer #2076,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.1,2844,95.5,WARNING
Wafer #2077,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.1,2834,95.5,WARNING
Wafer #2078,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.1,2850,95.5,WARNING
Wafer #2079,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.1,2849,95.5,WARNING
Wafer #2080,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.1,2848,95.5,WARNING
Wafer #2081,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.0,2846,95.5,WARNING
Wafer #2082,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.2,2845,95.5,WARNING
Wafer #2083,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.1,2839,95.5,WARNING
Wafer #2084,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.1,2838,95.5,WARNING
Wafer #2085,RCP-001,13:16:52,3.5,60,126,200,3.0,80,60,42.1,2837,95.5,WARNING
Wafer #2086,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.0,2852,95.4,WARNING
Wafer #2087,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2857,95.5,WARNING
Wafer #2088,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2857,95.4,WARNING
Wafer #2089,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2847,95.4,WARNING
Wafer #2090,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2862,95.5,WARNING
Wafer #2091,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.0,2856,95.5,WARNING
Wafer #2092,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2849,95.4,WARNING
Wafer #2093,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.2,2852,95.5,WARNING
Wafer #2094,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2853,95.5,WARNING
Wafer #2095,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2853,95.4,WARNING
Wafer #2096,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2853,95.5,WARNING
Wafer #2097,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2858,95.4,WARNING
Wafer #2098,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2857,95.5,WARNING
Wafer #2099,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2854,95.4,WARNING
Wafer #2100,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2852,95.4,WARNING
Wafer #2101,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2875,95.4,WARNING
Wafer #2102,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2880,95.3,WARNING
Wafer #2103,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2869,95.3,WARNING
Wafer #2104,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2872,95.3,WARNING
Wafer #2105,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2880,95.4,WARNING
Wafer #2106,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2881,95.4,WARNING
Wafer #2107,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2874,95.3,WARNING
Wafer #2108,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2885,95.4,WARNING
Wafer #2109,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2876,95.4,WARNING
Wafer #2110,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2872,95.3,WARNING
Wafer #2111,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2873,95.4,WARNING
Wafer #2112,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2872,95.3,WARNING
Wafer #2113,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2877,95.4,WARNING
Wafer #2114,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2872,95.3,WARNING
Wafer #2115,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2868,95.3,WARNING
Wafer #2116,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2875,95.3,WARNING
Wafer #2117,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2875,95.4,WARNING
Wafer #2118,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2868,95.3,WARNING
Wafer #2119,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2877,95.4,WARNING
Wafer #2120,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2862,95.4,WARNING
Wafer #2121,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2875,95.3,WARNING
Wafer #2122,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2875,95.3,WARNING
Wafer #2123,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2871,95.3,WARNING
Wafer #2124,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2878,95.3,WARNING
Wafer #2125,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2866,95.4,WARNING
Wafer #2126,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2867,95.4,WARNING
Wafer #2127,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2877,95.4,WARNING
Wafer #2128,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2870,95.3,WARNING
Wafer #2129,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2872,95.4,WARNING
Wafer #2130,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2877,95.4,WARNING
Wafer #2131,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2872,95.4,WARNING
Wafer #2132,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2869,95.4,WARNING
Wafer #2133,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2870,95.4,WARNING
Wafer #2134,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2877,95.3,WARNING
Wafer #2135,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2877,95.3,WARNING
Wafer #2136,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2873,95.4,WARNING
Wafer #2137,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2869,95.4,WARNING
Wafer #2138,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2869,95.3,WARNING
Wafer #2139,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2875,95.3,WARNING
Wafer #2140,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2873,95.3,WARNING
Wafer #2141,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2868,95.4,WARNING
Wafer #2142,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2877,95.4,WARNING
Wafer #2143,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2876,95.3,WARNING
Wafer #2144,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2868,95.4,WARNING
Wafer #2145,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2873,95.3,WARNING
Wafer #2146,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2870,95.4,WARNING
Wafer #2147,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2872,95.3,WARNING
Wafer #2148,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2878,95.4,WARNING
Wafer #2149,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2870,95.4,WARNING
Wafer #2150,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2878,95.3,WARNING
Wafer #2151,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2871,95.3,WARNING
Wafer #2152,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2875,95.4,WARNING
Wafer #2153,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2878,95.3,WARNING
Wafer #2154,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2876,95.4,WARNING
Wafer #2155,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2872,95.3,WARNING
Wafer #2156,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2874,95.4,WARNING
Wafer #2157,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2879,95.4,WARNING
Wafer #2158,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2877,95.4,WARNING
Wafer #2159,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2879,95.3,WARNING
Wafer #2160,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2870,95.3,WARNING
Wafer #2161,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2875,95.4,WARNING
Wafer #2162,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2875,95.4,WARNING
Wafer #2163,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2870,95.3,WARNING
Wafer #2164,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2876,95.3,WARNING
Wafer #2165,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2874,95.3,WARNING
Wafer #2166,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2869,95.4,WARNING
Wafer #2167,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2865,95.4,WARNING
Wafer #2168,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2869,95.3,WARNING
Wafer #2169,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2879,95.4,WARNING
Wafer #2170,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2872,95.4,WARNING
Wafer #2171,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2879,95.3,WARNING
Wafer #2172,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2876,95.4,WARNING
Wafer #2173,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2868,95.3,WARNING
Wafer #2174,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2877,95.3,WARNING
Wafer #2175,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2873,95.3,WARNING
Wafer #2176,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2873,95.4,WARNING
Wafer #2177,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2877,95.3,WARNING
Wafer #2178,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2873,95.3,WARNING
Wafer #2179,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2881,95.4,WARNING
Wafer #2180,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2872,95.4,WARNING
Wafer #2181,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2873,95.4,WARNING
Wafer #2182,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2875,95.4,WARNING
Wafer #2183,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2874,95.4,WARNING
Wafer #2184,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2882,95.3,WARNING
Wafer #2185,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2878,95.3,WARNING
Wafer #2186,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2876,95.3,WARNING
Wafer #2187,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2867,95.4,WARNING
Wafer #2188,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2872,95.3,WARNING
Wafer #2189,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2874,95.4,WARNING
Wafer #2190,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2874,95.4,WARNING
Wafer #2191,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2867,95.3,WARNING
Wafer #2192,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2874,95.4,WARNING
Wafer #2193,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2880,95.3,WARNING
Wafer #2194,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2877,95.4,WARNING
Wafer #2195,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2878,95.3,WARNING
Wafer #2196,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2875,95.3,WARNING
Wafer #2197,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2874,95.4,WARNING
Wafer #2198,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2876,95.4,WARNING
Wafer #2199,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2870,95.3,WARNING
Wafer #2200,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2867,95.4,WARNING
Wafer #2201,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2877,95.4,WARNING
Wafer #2202,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2872,95.4,WARNING
Wafer #2203,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2871,95.3,WARNING
Wafer #2204,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2869,95.3,WARNING
Wafer #2205,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2873,95.3,WARNING
Wafer #2206,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2870,95.3,WARNING
Wafer #2207,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2873,95.4,WARNING
Wafer #2208,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2873,95.3,WARNING
Wafer #2209,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2878,95.4,WARNING
Wafer #2210,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2875,95.3,WARNING
Wafer #2211,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2870,95.4,WARNING
Wafer #2212,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2879,95.4,WARNING
Wafer #2213,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2877,95.4,WARNING
Wafer #2214,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2871,95.3,WARNING
Wafer #2215,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2879,95.3,WARNING
Wafer #2216,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2880,95.4,WARNING
Wafer #2217,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2872,95.3,WARNING
Wafer #2218,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2875,95.4,WARNING
Wafer #2219,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2867,95.3,WARNING
Wafer #2220,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2873,95.3,WARNING
Wafer #2221,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2876,95.4,WARNING
Wafer #2222,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2881,95.3,WARNING
Wafer #2223,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2869,95.3,WARNING
Wafer #2224,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2879,95.4,WARNING
Wafer #2225,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2876,95.3,WARNING
Wafer #2226,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2879,95.3,WARNING
Wafer #2227,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2872,95.3,WARNING
Wafer #2228,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2875,95.3,WARNING
Wafer #2229,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2877,95.4,WARNING
Wafer #2230,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2872,95.3,WARNING
Wafer #2231,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2883,95.3,WARNING
Wafer #2232,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2885,95.4,WARNING
Wafer #2233,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2870,95.3,WARNING
Wafer #2234,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2872,95.4,WARNING
Wafer #2235,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2873,95.4,WARNING
Wafer #2236,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2877,95.4,WARNING
Wafer #2237,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2872,95.3,WARNING
Wafer #2238,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2874,95.3,WARNING
Wafer #2239,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2877,95.3,WARNING
Wafer #2240,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2877,95.4,WARNING
Wafer #2241,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2868,95.4,WARNING
Wafer #2242,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2873,95.4,WARNING
Wafer #2243,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2872,95.4,WARNING
Wafer #2244,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2874,95.3,WARNING
Wafer #2245,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2880,95.4,WARNING
Wafer #2246,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2880,95.4,WARNING
Wafer #2247,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2873,95.3,WARNING
Wafer #2248,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2875,95.3,WARNING
Wafer #2249,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2874,95.4,WARNING
Wafer #2250,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2868,95.3,WARNING
Wafer #2251,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2867,95.3,WARNING
Wafer #2252,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2872,95.3,WARNING
Wafer #2253,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2871,95.4,WARNING
Wafer #2254,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2873,95.4,WARNING
Wafer #2255,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2869,95.3,WARNING
Wafer #2256,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2876,95.3,WARNING
Wafer #2257,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2879,95.4,WARNING
Wafer #2258,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2880,95.4,WARNING
Wafer #2259,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2883,95.3,WARNING
Wafer #2260,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2869,95.3,WARNING
Wafer #2261,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2868,95.3,WARNING
Wafer #2262,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2881,95.4,WARNING
Wafer #2263,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.1,2877,95.3,WARNING
Wafer #2264,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2870,95.4,WARNING
Wafer #2265,RCP-001,13:16:52,3.5,60,129,200,3.0,80,60,42.2,2875,95.3,WARNING
Wafer #2266,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2855,95.5,WARNING
Wafer #2267,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2852,95.4,WARNING
Wafer #2268,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2854,95.5,WARNING
Wafer #2269,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2855,95.4,WARNING
Wafer #2270,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2860,95.5,WARNING
Wafer #2271,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2856,95.4,WARNING
Wafer #2272,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2856,95.4,WARNING
Wafer #2273,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2858,95.5,WARNING
Wafer #2274,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.2,2849,95.4,WARNING
Wafer #2275,RCP-001,13:16:52,3.5,60,127,200,3.0,80,60,42.1,2845,95.5,WARNING
Wafer #2276,RCP-001,13:16:52,3.5,60,122,200,3.0,80,60,42.0,2796,95.7,WARNING
Wafer #2277,RCP-001,13:16:52,3.5,60,122,200,3.0,80,60,42.1,2805,95.7,WARNING
Wafer #2278,RCP-001,13:16:52,3.5,60,122,200,3.0,80,60,42.0,2796,95.7,WARNING
Wafer #2279,RCP-001,13:16:52,3.5,60,122,200,3.0,80,60,42.0,2807,95.7,WARNING
Wafer #2280,RCP-001,13:16:52,3.5,60,122,200,3.0,80,60,42.0,2801,95.7,WARNING
Wafer #2281,RCP-001,13:16:52,3.5,60,122,200,3.0,80,60,42.1,2804,95.7,WARNING
Wafer #2282,RCP-001,13:16:52,3.5,60,122,200,3.0,80,60,42.0,2802,95.7,WARNING
Wafer #2283,RCP-001,13:16:52,3.5,60,122,200,3.0,80,60,42.0,2801,95.7,WARNING
Wafer #2284,RCP-001,13:16:52,3.5,60,122,200,3.0,80,60,42.1,2807,95.7,WARNING
Wafer #2285,RCP-001,13:16:52,3.5,60,122,200,3.0,80,60,42.0,2798,95.7,WARNING
Wafer #2286,RCP-001,13:16:52,3.5,60,116,200,3.0,80,60,41.9,2740,96.0,WARNING
Wafer #2287,RCP-001,13:16:52,3.5,60,116,200,3.0,80,60,42.0,2744,96.0,WARNING
Wafer #2288,RCP-001,13:16:52,3.5,60,116,200,3.0,80,60,42.0,2735,96.0,WARNING
Wafer #2289,RCP-001,13:16:52,3.5,60,116,200,3.0,80,60,41.9,2740,96.0,WARNING
Wafer #2290,RCP-001,13:16:52,3.5,60,116,200,3.0,80,60,41.9,2735,96.0,WARNING
Wafer #2291,RCP-001,13:16:52,3.5,60,107,200,3.0,80,60,41.8,2643,96.5,WARNING
Wafer #2292,RCP-001,13:16:52,3.5,60,107,200,3.0,80,60,41.8,2642,96.4,WARNING
Wafer #2293,RCP-001,13:16:52,3.5,60,107,200,3.0,80,60,41.8,2639,96.5,WARNING
Wafer #2294,RCP-001,13:16:52,3.5,60,107,200,3.0,80,60,41.7,2651,96.5,WARNING
Wafer #2295,RCP-001,13:16:52,3.5,60,107,200,3.0,80,60,41.8,2652,96.4,WARNING
Wafer #2296,RCP-001,13:16:52,3.5,60,107,200,3.0,80,60,41.8,2646,96.4,WARNING
Wafer #2297,RCP-001,13:16:52,3.5,60,107,200,3.0,80,60,41.8,2640,96.5,WARNING
Wafer #2298,RCP-001,13:16:52,3.5,60,107,200,3.0,80,60,41.8,2645,96.4,WARNING
Wafer #2299,RCP-001,13:16:52,3.5,60,107,200,3.0,80,60,41.8,2649,96.5,WARNING
Wafer #2300,RCP-001,13:16:52,3.5,60,107,200,3.0,80,60,41.8,2647,96.5,WARNING
Wafer #2301,RCP-001,13:16:52,3.5,60,101,200,3.0,80,60,41.7,2577,96.7,WARNING
Wafer #2302,RCP-001,13:16:52,3.5,60,101,200,3.0,80,60,41.7,2584,96.7,WARNING
Wafer #2303,RCP-001,13:16:52,3.5,60,101,200,3.0,80,60,41.8,2577,96.8,WARNING
Wafer #2304,RCP-001,13:16:52,3.5,60,101,200,3.0,80,60,41.7,2576,96.7,WARNING
Wafer #2305,RCP-001,13:16:52,3.5,60,101,200,3.0,80,60,41.7,2583,96.7,WARNING
Wafer #2306,RCP-001,13:16:52,3.5,60,101,200,3.0,80,60,41.7,2588,96.8,WARNING
Wafer #2307,RCP-001,13:16:52,3.5,60,101,200,3.0,80,60,41.7,2577,96.7,WARNING
Wafer #2308,RCP-001,13:16:52,3.5,60,101,200,3.0,80,60,41.8,2587,96.7,WARNING
Wafer #2309,RCP-001,13:16:52,3.5,60,101,200,3.0,80,60,41.7,2587,96.8,WARNING
Wafer #2310,RCP-001,13:16:52,3.5,60,101,200,3.0,80,60,41.7,2583,96.8,WARNING
Wafer #2311,RCP-001,13:16:52,3.5,60,98,200,3.0,80,60,41.7,2555,96.9,WARNING
Wafer #2312,RCP-001,13:16:52,3.5,60,98,200,3.0,80,60,41.7,2546,96.9,WARNING
Wafer #2313,RCP-001,13:16:52,3.5,60,98,200,3.0,80,60,41.6,2555,96.9,WARNING
Wafer #2314,RCP-001,13:16:52,3.5,60,98,200,3.0,80,60,41.7,2544,96.9,WARNING
Wafer #2315,RCP-001,13:16:52,3.5,60,98,200,3.0,80,60,41.7,2549,96.9,WARNING
Wafer #2316,RCP-001,13:16:52,3.5,60,94,200,3.0,80,60,41.6,2494,97.1,WARNING
Wafer #2317,RCP-001,13:16:52,3.5,60,94,200,3.0,80,60,41.6,2504,97.1,WARNING
Wafer #2318,RCP-001,13:16:52,3.5,60,94,200,3.0,80,60,41.6,2504,97.1,WARNING
Wafer #2319,RCP-001,13:16:52,3.5,60,94,200,3.0,80,60,41.6,2503,97.1,WARNING
Wafer #2320,RCP-001,13:16:52,3.5,60,94,200,3.0,80,60,41.6,2504,97.1,WARNING
Wafer #2321,RCP-001,13:16:52,3.5,60,94,200,3.0,80,60,41.7,2509,97.1,WARNING
Wafer #2322,RCP-001,13:16:52,3.5,60,94,200,3.0,80,60,41.6,2503,97.1,WARNING
Wafer #2323,RCP-001,13:16:52,3.5,60,94,200,3.0,80,60,41.6,2517,97.1,WARNING
